어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가,year,month
(선)학꽁치,여수,대,S/P,8,10.0,"50,000","50,000","50,000",2023,1
(선)학꽁치,포항,대,S/P,2,10.0,"60,000","60,000","60,000",2023,1
(냉)꽁치,대만,2번,CT/(BT),27,9.5,"66,400","66,400","66,400",2023,2
(냉)꽁치,대만,1번,CT/(BT),300,8.7,"74,200","74,200","74,200",2023,2
(선)학꽁치,포항,대,c/s(상자),40,10.0,"100,000","48,000","70,900",2023,2
(선)학꽁치,포항,소,S/P,5,5.0,"50,000","50,000","50,000",2023,2
(선)학꽁치,속초,30미,S/P,3,10.0,"30,000","30,000","30,000",2023,2
(선)학꽁치,여수,대,S/P,10,5.0,"30,000","30,000","30,000",2023,2
(선)학꽁치,속초,33미,S/P,1,10.0,"30,000","30,000","30,000",2023,2
(선)학꽁치,동해시,대,S/P,7,10.0,"36,000","35,000","35,700",2023,2
(선)학꽁치,포항,대,S/P,5,5.0,"40,000","40,000","40,000",2023,2
(선)학꽁치,여수,중,S/P,15,5.0,"10,000","10,000","10,000",2023,2
(선)학꽁치,삼척,대,S/P,9,10.0,"40,000","20,000","35,800",2023,2
(선)학꽁치,부산(기장),대,S/P,11,10.0,"36,000","15,000","26,700",2023,2
(선)학꽁치,남해,대,S/P,14,10.0,"5,000","5,000","5,000",2023,2
(선)학꽁치,포항,대,c/s(상자),5,20.0,"44,000","44,000","44,000",2023,2
(선)학꽁치,포항,대,S/P,110,10.0,"120,000","30,000","53,700",2023,2
(냉)꽁치,중국,2번,CT/(BT),610,9.5,"72,100","68,200","69,300",2023,3
(냉)꽁치,중국,1번,CT/(BT),100,9.5,"80,500","10,000","79,200",2023,3
(선)학꽁치,죽변,27미,S/P,1,8.0,"33,000","33,000","33,000",2023,3
(선)학꽁치,완도,중,미(마리),20,1.0,400,400,400,2023,3
(선)학꽁치,죽변,42미,S/P,3,10.0,"68,000","50,000","57,700",2023,3
(선)학꽁치,감포,대,c/s(상자),4,10.0,"62,500","62,500","62,500",2023,3
(선)학꽁치,포항,대,c/s(상자),285,1.0,"2,500",700,"1,700",2023,3
(선)학꽁치,통영,대,S/P,1,10.0,"50,000","50,000","50,000",2023,3
(선)학꽁치,포항,대,c/s(상자),82,10.0,"100,000","15,000","55,900",2023,3
(선)학꽁치,포항,대,S/P,5,15.0,"62,000","50,000","52,400",2023,3
(선)학꽁치,죽변,40미,S/P,6,3.0,"58,000","45,000","50,500",2023,3
(선)학꽁치,포항,대,c/s(상자),1,20.0,"80,000","80,000","80,000",2023,3
(선)학꽁치,남해,대,S/P,2,10.0,"15,000","15,000","15,000",2023,3
(선)학꽁치,죽변,45미,S/P,3,10.0,"49,000","43,000","45,300",2023,3
(선)학꽁치,임원,대,S/P,7,10.0,"31,000","30,000","30,300",2023,3
(선)학꽁치,부산(기장),대,S/P,13,10.0,"50,000","13,000","29,500",2023,3
(선)학꽁치,삼척,대,S/P,3,10.0,"43,000","43,000","43,000",2023,3
(선)학꽁치,포항,대,S/P,32,5.0,"50,000","25,000","37,300",2023,3
(선)학꽁치,포항,50미,c/s(상자),4,10.0,"50,000","50,000","50,000",2023,3
(선)학꽁치,죽변,41미,S/P,4,10.0,"50,000","50,000","50,000",2023,3
(선)학꽁치,삼척,대,S/P,3,5.0,"39,000","39,000","39,000",2023,3
